,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,age
8386,Graduate Degree,Professional,F,M,1,0,0,1,11.8275318044,1,30.0
8387,Graduate Degree,Professional,M,S,1,2,0,0,11.8189164026,1,38.0
8388,Bachelors,Management,F,M,1,3,0,0,11.633469131,1,30.0
8389,Graduate Degree,Professional,M,M,1,2,0,0,11.779396669,1,25.0
8390,Graduate Degree,Clerical,M,S,1,3,0,0,11.305606049,1,35.0
8391,Partial College,Clerical,M,M,1,3,1,2,11.3418880026,1,54.0
8392,Bachelors,Management,F,M,1,1,0,1,11.5878752256,0,34.0
8393,Graduate Degree,Professional,M,M,1,2,0,0,11.7665516635,1,31.0
8394,High School,Manual,F,M,1,1,1,1,10.2502636643,0,41.0
8395,Partial College,Skilled Manual,F,M,1,0,1,2,10.9187182323,1,36.0
8396,Partial College,Management,F,M,1,2,1,1,11.5592841039,1,28.0
8397,Bachelors,Management,F,M,1,2,0,2,11.5692868946,1,31.0
8398,Partial High School,Manual,F,S,0,1,0,0,10.2710430876,0,41.0
8399,High School,Skilled Manual,F,M,0,1,0,0,10.8814940754,0,20.0
8400,High School,Clerical,M,S,1,0,0,0,11.3735369529,1,39.0
8401,High School,Skilled Manual,F,S,0,0,0,0,10.9328212146,1,17.0
8402,Partial College,Clerical,F,M,1,3,0,2,11.3103807925,1,42.0
8403,High School,Manual,M,M,0,1,0,2,10.3056137594,0,25.0
8404,Bachelors,Management,F,M,1,2,0,0,11.5353227624,1,29.0
8405,Partial College,Clerical,F,S,0,0,0,0,11.33561533,0,22.0
8406,Partial College,Management,F,M,1,2,1,1,11.5415420759,1,34.0
8407,Bachelors,Management,M,S,0,0,0,0,11.5435516585,0,28.0
8408,Bachelors,Professional,M,M,1,2,1,2,11.777372175,1,37.0
8409,Partial College,Clerical,M,M,1,1,0,1,11.3204081072,1,42.0
8410,Graduate Degree,Professional,M,M,1,2,0,0,11.7651306076,1,27.0
8411,Bachelors,Clerical,F,M,1,2,2,2,11.2879427234,1,48.0
8412,Bachelors,Skilled Manual,F,S,0,1,0,0,10.9089606365,0,37.0
8413,Bachelors,Clerical,M,S,1,2,0,0,11.268660417,1,36.0
8414,Partial College,Management,M,S,0,2,0,0,11.5780481904,1,24.0
8415,Bachelors,Skilled Manual,F,M,0,2,0,0,11.0028329058,1,18.0
8416,Graduate Degree,Clerical,M,M,1,3,0,2,11.29111852,1,26.0
8417,High School,Manual,M,M,0,1,1,2,10.4183151577,1,26.0
8418,High School,Skilled Manual,M,S,0,0,0,0,10.9080821591,1,23.0
8419,Bachelors,Clerical,M,M,0,3,0,0,11.3113843908,1,23.0
8420,Bachelors,Professional,F,M,1,1,0,0,11.8295229288,0,21.0
8421,Graduate Degree,Skilled Manual,M,M,0,2,0,1,10.9608958293,0,27.0
8422,Partial College,Clerical,M,M,1,1,1,1,11.2639768075,1,35.0
8423,Bachelors,Manual,M,M,1,0,0,2,10.3572029966,0,39.0
8424,Partial College,Manual,M,M,1,1,1,1,10.2103102685,0,46.0
8425,High School,Manual,F,M,1,0,0,3,10.4016229955,1,69.0
8426,Graduate Degree,Professional,F,S,1,2,0,0,11.7596527216,0,28.0
8427,Bachelors,Clerical,M,M,1,2,1,1,11.3279925014,1,26.0
8428,High School,Clerical,M,S,0,0,0,0,11.3051753248,1,19.0
8429,Bachelors,Skilled Manual,F,M,1,1,0,2,10.9506661861,1,33.0
8430,High School,Manual,M,M,1,1,1,2,10.2721503541,0,40.0
8431,Partial College,Management,F,M,1,3,0,0,11.6006615793,1,21.0
8432,Graduate Degree,Professional,M,M,1,3,0,2,11.7827312036,0,60.0
8433,High School,Skilled Manual,F,M,0,2,1,2,10.9158518092,1,26.0
8434,Partial College,Skilled Manual,M,M,1,0,0,2,11.036791081,1,48.0
8435,Partial High School,Manual,F,M,1,1,1,2,10.1737436712,0,49.0
8436,Partial College,Clerical,F,S,1,1,0,0,11.2498059153,0,44.0
8437,Bachelors,Clerical,M,M,1,3,1,2,11.3646922424,1,48.0
8438,Partial College,Manual,F,M,1,0,1,2,10.4910797541,1,41.0
8439,Partial High School,Skilled Manual,M,M,0,1,0,0,10.9244085335,1,16.0
8440,Graduate Degree,Skilled Manual,M,M,1,2,0,2,11.0370486221,0,34.0
8441,High School,Manual,F,S,0,1,0,0,10.202776998,0,21.0
8442,Partial College,Skilled Manual,M,S,0,1,0,0,11.0325320483,1,37.0
8443,High School,Skilled Manual,M,S,0,1,0,0,10.9025741218,0,18.0
8444,Graduate Degree,Professional,M,S,1,0,0,0,11.8041238479,1,25.0
8445,Graduate Degree,Skilled Manual,M,M,1,2,1,2,11.0473918304,1,37.0
8446,High School,Skilled Manual,M,S,0,1,0,0,10.8749102018,0,19.0
8447,High School,Skilled Manual,M,S,0,2,0,0,10.9770042308,1,31.0
8448,High School,Manual,M,S,1,0,0,0,10.3584409937,0,44.0
8449,Bachelors,Clerical,M,M,1,2,1,2,11.3103318107,1,52.0
8450,Graduate Degree,Clerical,F,S,1,0,0,0,11.2750235427,0,43.0
8451,Partial High School,Skilled Manual,F,M,1,1,0,2,10.9474148366,0,42.0
8452,High School,Skilled Manual,M,S,1,1,0,0,10.9807910803,0,40.0
8453,High School,Skilled Manual,M,S,0,2,0,0,10.9862752909,1,22.0
8454,Partial College,Skilled Manual,F,S,0,2,0,0,10.915706455,1,22.0
8455,Graduate Degree,Clerical,M,M,1,1,2,2,11.3794512136,1,59.0
8456,Graduate Degree,Skilled Manual,F,M,1,1,1,2,10.872503553,1,35.0
8457,Partial College,Clerical,M,S,0,1,0,0,11.2628987786,1,26.0
8458,High School,Manual,M,M,0,0,0,0,10.4924124583,1,22.0
8459,Partial College,Clerical,F,S,0,2,0,0,11.26125383,0,18.0
8460,Partial High School,Skilled Manual,F,S,0,0,0,0,10.9217390274,0,19.0
8461,Partial College,Skilled Manual,M,M,1,1,1,2,10.845816333,1,42.0
8462,Graduate Degree,Skilled Manual,F,M,1,1,1,2,10.8907212532,0,58.0
8463,High School,Skilled Manual,F,S,0,1,0,0,10.9463580705,0,16.0
8464,Bachelors,Professional,M,S,1,2,0,0,11.8256098581,1,38.0
8465,Graduate Degree,Management,F,M,1,2,1,2,11.5420181392,1,38.0
8466,High School,Skilled Manual,M,M,1,1,0,1,10.9317131416,0,34.0
8467,Partial College,Skilled Manual,F,S,0,1,0,0,11.0132540675,0,37.0
8468,Bachelors,Management,F,S,1,0,0,0,11.5907935021,0,33.0
8469,Partial High School,Manual,M,S,0,1,0,0,10.4332624985,0,42.0
8470,Partial High School,Skilled Manual,F,M,1,2,1,2,10.9757729773,1,49.0
8471,Bachelors,Skilled Manual,M,S,0,1,0,0,10.9232550269,1,38.0
8472,High School,Skilled Manual,M,M,1,2,0,2,10.954414067,1,43.0
8473,Partial College,Skilled Manual,M,M,1,1,2,3,11.0129408644,1,72.0
8474,Partial College,Manual,M,S,1,0,0,0,10.4513777204,0,45.0
8475,Graduate Degree,Skilled Manual,F,M,0,0,1,2,10.8958871107,1,26.0
8476,Bachelors,Clerical,M,S,0,3,0,0,11.3551482171,1,22.0
8477,Bachelors,Skilled Manual,M,M,1,0,1,2,10.9939836606,1,29.0
8478,Partial College,Skilled Manual,F,S,0,0,0,0,11.0063242392,0,17.0
8479,Partial College,Manual,M,M,1,0,1,2,10.1804372384,0,52.0
8480,Graduate Degree,Professional,M,M,1,2,0,2,11.8382934195,1,30.0
8481,Bachelors,Management,F,S,1,1,0,0,11.5551608602,0,29.0
8482,High School,Clerical,M,M,0,2,0,0,11.3427656534,1,21.0
8483,Partial High School,Manual,F,S,0,0,0,0,10.2909923353,0,21.0
8484,Graduate Degree,Manual,M,S,0,0,0,0,10.2675749562,0,28.0
8485,Bachelors,Manual,F,M,1,1,0,2,10.4398639571,0,52.0
8486,Bachelors,Management,F,M,1,2,1,2,11.61667268,1,35.0
8487,Bachelors,Clerical,F,M,1,1,1,2,11.307265678,1,28.0
8488,Bachelors,Skilled Manual,M,M,1,2,2,2,10.8951269152,1,30.0
8489,Bachelors,Management,F,S,1,3,0,0,11.6147778343,0,31.0
8490,Partial College,Skilled Manual,F,S,0,0,0,0,10.9112264709,1,38.0
8491,High School,Clerical,F,S,1,2,0,0,11.2587039581,1,41.0
8492,Graduate Degree,Manual,F,S,0,1,0,0,10.3679131535,0,32.0
8493,High School,Manual,F,M,1,1,1,2,10.4299601219,0,35.0
8494,High School,Skilled Manual,M,M,1,2,1,2,11.0252302586,1,36.0
8495,Partial College,Skilled Manual,F,M,1,2,1,2,11.0200216158,1,36.0
8496,Partial College,Skilled Manual,F,S,0,0,0,0,10.95837433,0,19.0
8497,High School,Clerical,F,S,1,2,1,1,11.3055691371,1,50.0
8498,Partial High School,Skilled Manual,M,S,0,1,0,0,10.9881361342,0,18.0
8499,High School,Skilled Manual,F,S,1,2,0,0,10.9968862742,0,43.0
8500,Partial College,Manual,M,M,0,1,0,0,10.3530971296,0,16.0
8501,Bachelors,Skilled Manual,F,M,1,0,0,1,10.9246066585,1,33.0
8502,Graduate Degree,Skilled Manual,F,S,0,1,0,0,10.9738203869,0,29.0
8503,Partial College,Manual,M,S,0,1,0,0,10.2607423283,0,36.0
8504,Partial College,Clerical,F,S,0,1,0,0,11.2544396695,0,20.0
8505,High School,Skilled Manual,M,S,0,2,0,0,10.8964244612,1,21.0
8506,Partial College,Manual,M,M,1,0,1,2,10.2520295132,0,34.0
8507,Bachelors,Management,F,S,0,2,0,0,11.5913391542,0,28.0
8508,High School,Skilled Manual,F,S,0,1,0,0,10.9237237994,0,24.0
8509,Graduate Degree,Clerical,F,S,1,1,0,0,11.2708539038,0,39.0
8510,Graduate Degree,Clerical,F,M,1,1,1,1,11.3769682753,1,34.0
8511,Partial College,Clerical,M,S,0,1,0,0,11.3059996917,0,24.0
8512,High School,Manual,M,M,1,0,1,2,10.5157228978,1,40.0
8513,Graduate Degree,Professional,M,S,1,2,0,0,11.8268891308,1,31.0
8514,Bachelors,Management,M,M,1,2,0,0,11.6127617501,0,20.0
8515,Partial College,Skilled Manual,M,S,0,1,0,0,10.8950341689,0,19.0
8516,Bachelors,Clerical,F,S,0,1,0,0,11.3013027927,0,32.0
8517,Bachelors,Management,M,M,1,3,0,2,11.6197868538,1,49.0
8518,High School,Skilled Manual,M,S,1,1,0,0,10.9884065141,1,42.0
8519,Bachelors,Management,F,M,1,3,0,0,11.608117456,0,23.0
8520,Partial High School,Skilled Manual,F,S,1,1,0,0,10.904560512,0,41.0
8521,Partial High School,Skilled Manual,M,S,0,1,0,0,10.9834265759,0,21.0
8522,Bachelors,Clerical,M,S,1,1,1,1,11.256819576,1,54.0
8523,Graduate Degree,Manual,F,M,1,1,0,2,10.3760504042,1,36.0
8524,Partial College,Management,M,M,1,2,1,2,11.5669021558,1,25.0
8525,High School,Skilled Manual,M,M,0,2,0,0,10.9481890892,1,18.0
8526,Bachelors,Clerical,F,M,1,1,0,1,11.3647966175,0,31.0
8527,Partial College,Clerical,F,S,0,3,0,0,11.3512414809,0,19.0
8528,Bachelors,Clerical,F,M,1,0,1,1,11.261408159,1,28.0
8529,Bachelors,Skilled Manual,F,S,0,1,0,0,10.8900130511,0,29.0
8530,Partial College,Skilled Manual,M,S,0,1,0,0,10.8715544622,0,17.0
8531,Graduate Degree,Skilled Manual,M,M,0,1,1,2,10.966679896,1,25.0
8532,Graduate Degree,Professional,M,S,1,2,0,0,11.7660782025,1,28.0
8533,Bachelors,Skilled Manual,F,S,1,0,0,1,10.9263700418,0,49.0
8534,Partial College,Manual,F,S,0,0,0,0,10.4237980523,1,32.0
8535,Graduate Degree,Skilled Manual,F,M,0,1,0,2,10.9289913694,0,25.0
8536,Graduate Degree,Manual,F,S,0,1,0,0,10.4286893422,0,29.0
8537,Graduate Degree,Management,M,S,1,1,0,0,11.5414254544,1,30.0
8538,High School,Manual,M,S,1,1,0,0,10.4874614023,0,48.0
8539,Partial College,Clerical,M,S,1,2,0,0,11.2756449561,1,39.0
8540,Partial College,Clerical,M,S,0,3,0,0,11.2734111408,1,22.0
8541,Graduate Degree,Skilled Manual,M,M,1,1,1,2,11.0478058893,1,29.0
8542,Partial High School,Manual,F,S,0,1,0,0,10.2758783529,0,32.0
8543,Partial High School,Manual,M,S,1,0,1,1,10.2591319657,0,51.0
8544,High School,Skilled Manual,M,M,1,0,0,2,10.8615342427,1,38.0
8545,Partial College,Clerical,M,M,1,3,1,2,11.3189644315,1,40.0
8546,Partial College,Clerical,F,S,1,2,1,1,11.3662798846,1,69.0
8547,Graduate Degree,Clerical,F,S,0,0,0,0,11.3346238175,0,23.0
8548,Partial College,Clerical,M,M,1,1,0,2,11.2685327406,1,40.0
8549,Bachelors,Management,F,S,1,2,0,0,11.5491513134,1,32.0
8550,Bachelors,Professional,F,M,1,3,1,2,11.8061919157,1,37.0
8551,Graduate Degree,Skilled Manual,M,M,1,0,0,1,10.9942860596,1,30.0
8552,Bachelors,Management,M,S,0,1,0,0,11.5923741501,1,26.0
8553,Partial College,Manual,M,S,0,0,0,0,10.4923569644,1,22.0
8554,Graduate Degree,Management,F,S,0,2,0,0,11.5965862349,1,23.0
8555,Partial High School,Manual,F,S,0,1,0,0,10.1698438383,0,25.0
8556,Graduate Degree,Manual,F,S,0,0,0,0,10.4627604245,1,22.0
8557,Bachelors,Skilled Manual,F,M,1,1,1,1,10.9236336679,1,31.0
8558,Graduate Degree,Clerical,F,S,0,0,0,0,11.3066021569,0,29.0
8559,Partial College,Skilled Manual,F,S,1,1,0,0,11.0076510712,0,42.0
8560,Partial College,Skilled Manual,M,M,1,2,1,2,10.9567711791,1,64.0
8561,Graduate Degree,Management,M,M,1,2,1,2,11.5403849779,1,44.0
8562,High School,Manual,F,M,0,1,0,0,10.4634175768,0,21.0
8563,Graduate Degree,Clerical,M,S,0,1,0,0,11.258226745,1,30.0
8564,Graduate Degree,Clerical,F,S,1,3,1,1,11.2831726203,1,61.0
8565,Bachelors,Manual,M,S,1,0,1,1,10.2770146971,0,56.0
8566,Partial College,Skilled Manual,M,M,0,1,0,0,10.9772092924,1,20.0
8567,High School,Skilled Manual,F,S,0,0,0,0,10.9750026733,1,17.0
8568,Partial College,Management,F,M,1,3,0,1,11.5711377677,0,46.0
8569,High School,Skilled Manual,F,M,1,1,0,2,10.9290451603,0,45.0
8570,Bachelors,Clerical,M,S,0,2,0,0,11.2968444154,1,27.0
8571,High School,Skilled Manual,M,M,1,1,1,2,10.9827131274,1,30.0
8572,Partial College,Manual,F,M,1,1,0,1,10.2662191181,0,35.0
8573,High School,Skilled Manual,M,M,1,2,0,2,11.0114724475,1,41.0
8574,Partial College,Clerical,M,M,1,2,1,2,11.3837502845,1,38.0
8575,Partial College,Skilled Manual,M,S,0,1,0,0,11.0415128436,1,17.0
8576,Graduate Degree,Professional,M,M,1,1,0,1,11.8191078465,0,27.0
8577,Partial College,Skilled Manual,M,M,1,1,0,2,10.9781486204,0,42.0
8578,High School,Skilled Manual,F,S,0,1,0,0,10.9086495973,0,18.0
8579,Partial College,Manual,F,M,1,1,0,2,10.2597624165,0,46.0
8580,High School,Skilled Manual,M,S,0,1,0,0,10.9180477177,0,26.0
8581,Bachelors,Manual,M,S,0,0,0,0,10.2368836341,0,34.0
8582,Partial College,Skilled Manual,F,M,1,2,1,2,11.0092244011,1,41.0
8583,High School,Skilled Manual,M,M,0,1,0,0,10.8533484478,0,20.0
8584,Bachelors,Clerical,F,S,1,3,0,0,11.2666668061,0,36.0
8585,Partial College,Manual,F,M,1,1,0,1,10.1656594908,0,42.0
8586,Graduate Degree,Management,F,S,1,1,0,0,11.6084083571,0,29.0
8587,Partial High School,Manual,F,M,0,0,0,0,10.396902486,0,22.0
8588,Bachelors,Management,F,S,1,2,0,0,11.6218247119,1,30.0
8589,Graduate Degree,Clerical,M,M,1,0,1,2,11.3726513915,1,25.0
8590,Partial College,Manual,F,M,1,1,1,2,10.316325415,1,39.0
8591,Bachelors,Manual,M,M,1,0,2,3,10.2652793829,0,60.0
8592,Graduate Degree,Management,F,S,0,1,0,0,11.6164563078,0,27.0
8593,Bachelors,Professional,M,M,1,2,1,2,11.7712971543,1,32.0
8594,Graduate Degree,Management,F,S,0,3,0,0,11.6267540253,0,23.0
8595,Partial College,Management,F,M,1,3,0,1,11.544831026,0,40.0
8596,High School,Manual,M,S,0,1,0,0,10.4588084162,0,43.0
8597,Bachelors,Management,F,S,1,1,0,0,11.551107177,0,32.0
8598,Bachelors,Professional,M,M,1,1,1,2,11.7916399485,1,33.0
8599,Bachelors,Skilled Manual,F,S,0,1,0,0,11.0194320994,0,22.0
8600,Partial College,Skilled Manual,F,S,0,2,0,0,10.939798815,1,24.0
8601,Bachelors,Professional,M,M,1,3,0,2,11.835436409,1,57.0
8602,Partial College,Skilled Manual,F,S,0,1,0,0,11.0101010791,0,29.0
8603,Partial High School,Skilled Manual,M,S,0,2,0,0,11.009274045,0,22.0
8604,Graduate Degree,Management,F,S,1,2,0,0,11.5918937495,1,37.0
8605,Bachelors,Clerical,M,M,1,1,1,1,11.3517938081,1,38.0
8606,Partial College,Skilled Manual,M,S,0,1,0,0,10.8500552753,0,33.0
8607,Bachelors,Manual,F,S,1,1,0,0,10.4921904642,0,48.0
8608,Bachelors,Clerical,M,M,1,2,0,2,11.2811699368,1,49.0
8609,Bachelors,Professional,M,M,1,2,1,2,11.8322006768,1,28.0
8610,High School,Skilled Manual,M,M,0,0,0,0,10.9275379199,1,20.0
8611,High School,Skilled Manual,F,S,0,1,0,0,10.9811655738,0,23.0
8612,Bachelors,Skilled Manual,F,M,1,0,0,2,10.8797815367,1,53.0
8613,Graduate Degree,Professional,M,M,1,2,0,3,11.8052592016,0,57.0
8614,Graduate Degree,Professional,M,M,1,3,2,2,11.7635985765,1,38.0
8615,Bachelors,Management,F,M,1,1,0,2,11.5748480676,0,29.0
8616,Bachelors,Manual,F,M,1,0,2,2,10.1696522784,0,40.0
8617,Graduate Degree,Professional,F,M,1,2,0,0,11.7976531776,1,26.0
8618,High School,Clerical,F,M,0,0,0,0,11.2539604166,0,17.0
8619,Bachelors,Management,M,M,1,2,0,0,11.6381297835,1,23.0
8620,Bachelors,Manual,M,M,0,1,0,2,10.5063817441,1,33.0
8621,High School,Skilled Manual,F,S,0,1,0,0,10.8679206197,0,24.0
8622,High School,Skilled Manual,F,M,1,2,1,2,10.9454942157,1,45.0
8623,Bachelors,Manual,M,M,0,1,1,2,10.4409745813,1,31.0
8624,Partial College,Clerical,M,M,1,2,0,1,11.2739319642,1,36.0
8625,Bachelors,Management,M,S,0,2,0,0,11.563647096,1,21.0
8626,Partial College,Clerical,M,S,0,3,0,0,11.36822334,1,17.0
8627,Graduate Degree,Management,F,S,0,3,0,0,11.5550841657,1,24.0
8628,Bachelors,Skilled Manual,M,S,0,2,0,0,10.9193701936,0,28.0
8629,High School,Skilled Manual,M,S,0,0,0,0,10.9076609484,1,24.0
8630,Partial College,Clerical,M,M,1,3,1,2,11.3376073269,1,33.0
8631,Partial College,Skilled Manual,M,M,1,1,1,2,10.9596619585,1,44.0
8632,Graduate Degree,Clerical,M,M,1,2,0,2,11.3450510439,1,30.0
8633,Partial College,Management,F,M,1,3,2,2,11.5360070244,1,50.0
8634,Bachelors,Management,F,M,1,3,0,0,11.6314904171,0,38.0
8635,Graduate Degree,Professional,F,M,1,2,0,2,11.829719638,0,55.0
8636,Bachelors,Skilled Manual,M,S,0,1,0,0,10.8653250994,1,31.0
8637,Bachelors,Management,M,S,1,1,0,0,11.6316591597,0,33.0
8638,Graduate Degree,Management,F,S,0,3,0,0,11.6002126373,0,23.0
8639,Graduate Degree,Manual,F,S,0,1,0,0,10.1597176568,0,43.0
8640,Graduate Degree,Management,M,S,0,1,0,0,11.6316502792,1,28.0
8641,Partial College,Management,M,M,1,3,0,0,11.6239926665,0,21.0
8642,Graduate Degree,Skilled Manual,F,M,1,1,0,2,11.0283522123,0,29.0
8643,Partial High School,Skilled Manual,F,S,1,2,0,0,10.8845730227,1,39.0
8644,Graduate Degree,Manual,F,S,0,0,0,0,10.2792491813,0,25.0
8645,High School,Skilled Manual,F,S,0,1,0,0,10.858556592,0,20.0
8646,Partial College,Skilled Manual,M,S,0,1,0,0,10.9284712413,0,22.0
8647,Partial College,Management,F,M,1,3,1,1,11.6125264262,1,43.0
8648,High School,Clerical,M,M,1,2,2,2,11.3741000839,1,36.0
8649,High School,Clerical,M,M,1,3,2,2,11.3167159149,1,25.0
8650,High School,Skilled Manual,M,S,0,2,0,0,10.9400825835,1,38.0
8651,Partial College,Management,M,M,1,1,1,2,11.6272268913,1,45.0
8652,Bachelors,Clerical,F,S,0,1,0,0,11.3196319356,0,28.0
8653,High School,Skilled Manual,M,M,1,1,0,2,10.9089606365,0,52.0
8654,Graduate Degree,Skilled Manual,F,M,0,2,1,1,10.9438349331,1,24.0
8655,High School,Clerical,M,M,1,3,0,2,11.3822471413,1,35.0
8656,High School,Clerical,F,M,1,1,0,2,11.3776897637,0,41.0
8657,Graduate Degree,Professional,M,S,1,1,0,0,11.7648819093,0,30.0
8658,Partial College,Clerical,M,M,1,2,0,2,11.3293751536,0,41.0
8659,Partial College,Skilled Manual,F,M,1,2,1,1,10.9379168124,1,37.0
8660,High School,Manual,F,S,0,0,0,0,10.4523312435,0,43.0
8661,Graduate Degree,Clerical,M,M,1,1,3,3,11.3626721804,1,60.0
8662,Graduate Degree,Professional,M,M,1,2,0,0,11.8038697107,0,24.0
8663,Graduate Degree,Professional,F,S,1,2,0,0,11.7573137405,1,29.0
8664,Partial College,Skilled Manual,M,M,1,2,2,2,10.9442588415,1,47.0
8665,Bachelors,Manual,F,M,0,1,0,1,10.3091526406,0,26.0
8666,Partial College,Manual,F,M,0,1,0,0,10.1640424888,0,17.0
8667,Partial College,Skilled Manual,M,M,1,1,0,1,10.8934933222,1,35.0
8668,Partial College,Skilled Manual,F,S,0,1,0,0,10.8930101586,0,21.0
8669,Graduate Degree,Clerical,M,M,1,3,0,2,11.3229869728,1,24.0
8670,Bachelors,Manual,F,S,0,0,0,0,10.4081944953,1,32.0
8671,Graduate Degree,Skilled Manual,F,S,1,0,0,0,10.8547399406,1,44.0
8672,Bachelors,Clerical,M,M,1,1,0,1,11.336892096,0,30.0
8673,Partial College,Clerical,F,M,0,2,0,0,11.3495944411,1,19.0
8674,Bachelors,Skilled Manual,F,S,0,1,0,0,10.9324639059,0,32.0
8675,Partial High School,Skilled Manual,F,M,1,1,1,1,11.013698977,1,39.0
8676,Graduate Degree,Skilled Manual,F,M,1,0,2,3,10.9873752986,1,63.0
8677,Partial High School,Manual,F,S,0,1,0,0,10.3871475082,0,31.0
8678,Bachelors,Manual,F,M,1,1,0,2,10.1845603316,0,37.0
8679,Bachelors,Skilled Manual,F,M,0,1,0,0,11.0179239766,0,22.0
8680,Bachelors,Professional,F,S,1,2,1,1,11.8027402615,1,54.0
8681,Bachelors,Professional,F,S,1,2,0,0,11.7989912319,1,33.0
8682,Bachelors,Skilled Manual,F,M,0,1,0,0,10.9517885207,1,21.0
8683,Partial College,Manual,F,M,1,1,0,2,10.1838806247,0,40.0
8684,Bachelors,Skilled Manual,M,M,1,2,0,2,11.0138142917,0,52.0
8685,Partial College,Manual,M,M,1,1,0,2,10.2025545699,0,36.0
8686,Bachelors,Clerical,F,S,0,1,0,0,11.2649639807,0,32.0
8687,Bachelors,Skilled Manual,M,S,0,2,0,0,11.0364529576,1,28.0
8688,Bachelors,Management,M,M,1,2,2,3,11.5751488082,1,57.0
8689,Partial High School,Manual,F,M,1,1,0,2,10.3356595035,0,47.0
8690,Bachelors,Management,F,M,1,3,1,2,11.6265130453,1,37.0
8691,Bachelors,Management,F,M,1,2,1,2,11.5576311084,1,28.0
8692,Partial College,Clerical,F,M,1,0,0,2,11.3348269784,0,39.0
8693,Graduate Degree,Skilled Manual,M,M,0,2,1,2,11.0015163377,1,25.0
8694,Bachelors,Management,M,M,1,3,0,0,11.5885151959,1,33.0
8695,Graduate Degree,Manual,M,S,0,0,0,0,10.4670669037,0,39.0
8696,Partial College,Clerical,M,S,1,1,0,0,11.3042763598,1,40.0
8697,Partial High School,Skilled Manual,M,S,1,1,0,0,10.9333212325,0,41.0
8698,Partial High School,Manual,M,S,0,0,0,0,10.2344446085,0,25.0
8699,Graduate Degree,Professional,F,M,1,3,1,2,11.8327963732,1,25.0
8700,Partial College,Skilled Manual,F,S,0,2,0,0,10.8975538086,1,18.0
8701,Bachelors,Skilled Manual,M,M,1,0,0,2,10.8675393478,0,34.0
8702,Graduate Degree,Management,F,S,1,1,0,0,11.6289113311,0,43.0
8703,Partial College,Manual,M,S,0,0,0,0,10.5131172454,1,31.0
8704,Partial College,Manual,M,S,0,1,0,0,10.267331736,0,18.0
8705,Graduate Degree,Manual,F,S,1,1,1,1,10.1873874817,0,58.0
8706,Partial College,Clerical,M,M,1,3,0,2,11.2686987168,1,54.0
8707,Bachelors,Clerical,F,S,0,1,0,0,11.2685327406,0,29.0
8708,Partial College,Clerical,M,M,0,1,0,0,11.2749981707,0,22.0
8709,Bachelors,Skilled Manual,F,M,0,1,0,0,10.9655222985,1,23.0
8710,Partial College,Clerical,F,S,0,1,0,0,11.2918797117,0,17.0
8711,Bachelors,Skilled Manual,M,M,1,0,0,2,10.9779096024,1,43.0
8712,High School,Clerical,M,S,1,0,0,0,11.3130711029,1,45.0
8713,Partial College,Clerical,M,M,1,3,1,1,11.3210867635,1,38.0
8714,Bachelors,Professional,F,S,0,3,0,0,11.7684665041,0,22.0
8715,Partial College,Skilled Manual,M,M,1,1,0,2,10.9697143811,0,36.0
8716,Bachelors,Professional,M,M,1,3,1,2,11.7606289371,1,57.0
8717,Bachelors,Clerical,M,M,1,1,1,2,11.3219223321,1,29.0
8718,Graduate Degree,Professional,M,M,1,2,0,1,11.800154935,0,25.0
8719,Bachelors,Manual,F,M,0,0,1,2,10.2330790281,0,30.0
8720,High School,Skilled Manual,M,M,1,1,1,2,10.8651339861,1,52.0
8721,Partial College,Skilled Manual,M,M,1,0,1,2,11.0102333411,1,47.0
8722,Bachelors,Manual,F,M,0,0,0,1,10.2418865033,0,31.0
8723,Bachelors,Skilled Manual,M,S,0,1,0,0,11.0262882617,0,32.0
8724,Bachelors,Clerical,M,M,1,3,1,2,11.26920924,1,54.0
8725,Bachelors,Skilled Manual,M,S,0,2,0,0,10.9761322495,1,38.0
8726,Graduate Degree,Clerical,F,S,1,0,0,0,11.3253662154,0,38.0
8727,Graduate Degree,Clerical,F,M,1,2,0,1,11.3014263533,1,29.0
8728,Graduate Degree,Management,F,M,1,2,0,0,11.5476939741,1,43.0
8729,High School,Skilled Manual,M,M,1,1,1,2,10.9404549074,1,43.0
8730,Graduate Degree,Skilled Manual,M,M,0,1,1,1,11.0243178498,1,25.0
8731,Bachelors,Skilled Manual,F,M,1,1,1,2,10.9045788861,1,54.0
8732,Partial High School,Skilled Manual,M,S,0,2,0,0,10.8660128047,1,17.0
8733,Bachelors,Professional,F,M,1,0,0,1,11.7648741365,1,32.0
8734,High School,Skilled Manual,F,S,0,2,0,0,10.8674821445,1,32.0
8735,Bachelors,Clerical,M,S,1,1,0,0,11.293499993,1,40.0
8736,Bachelors,Management,M,M,1,1,0,2,11.5711188985,1,31.0
8737,Graduate Degree,Management,F,M,1,0,0,1,11.5512322991,1,39.0
8738,Partial College,Management,M,M,1,3,0,0,11.5562722695,1,23.0
8739,Partial College,Manual,M,S,0,1,0,0,10.3971771904,0,29.0
8740,Bachelors,Clerical,M,S,0,3,0,0,11.2710959127,1,29.0
8741,Graduate Degree,Skilled Manual,F,S,0,2,0,0,10.8609970002,1,28.0
