,City,StateProvinceName,CountryRegionName,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend,age,year,month,day
10241,Frankfurt am Main,Saarland,Germany,1980-05-11,Partial College,Management,M,S,1,1,0,0,107696,1,63.2,36.0,1980,5,11
10242,Beaverton,Oregon,United States,1977-07-04,Partial College,Skilled Manual,F,M,1,1,1,2,53072,1,48.23,39.0,1977,7,4
10243,Orleans,Loiret,France,1993-05-18,High School,Skilled Manual,F,S,0,2,0,0,59335,1,48.98,23.0,1993,5,18
10244,Mill Valley,California,United States,1989-08-18,Bachelors,Skilled Manual,F,S,0,0,0,0,59225,1,50.03,27.0,1989,8,18
10245,Corvallis,Oregon,United States,1974-08-04,Partial High School,Manual,M,M,1,1,2,2,31450,0,53.47,42.0,1974,8,4
10246,Burbank,California,United States,1978-07-18,Graduate Degree,Professional,F,S,1,2,0,0,127313,1,56.09,38.0,1978,7,18
10247,Bellflower,California,United States,1981-08-11,Bachelors,Clerical,M,S,1,3,0,0,86128,1,63.18,35.0,1981,8,11
10248,Orleans,Loiret,France,1983-02-26,Partial High School,Manual,M,S,0,1,0,0,34502,0,55.03,34.0,1983,2,26
10249,Bendigo,Victoria,Australia,1978-12-25,Bachelors,Clerical,M,M,1,2,1,1,87984,1,55.58,38.0,1978,12,25
10250,Mill Valley,California,United States,1983-06-12,Bachelors,Clerical,M,M,1,2,0,2,87114,1,55.44,33.0,1983,6,12
10251,Bremerton,Washington,United States,1955-11-23,Graduate Degree,Management,F,S,1,3,0,1,103329,1,54.17,61.0,1955,11,23
10252,Paris La Defense,Hauts de Seine,France,1984-10-15,High School,Clerical,F,M,1,1,0,2,78978,0,49.68,32.0,1984,10,15
10253,Tremblay-en-France,Seine Saint Denis,France,1992-11-04,High School,Clerical,M,S,0,1,0,0,79405,0,52.78,24.0,1992,11,4
10254,Woodburn,Oregon,United States,1983-04-18,Bachelors,Skilled Manual,F,S,0,1,0,0,50925,0,47.77,33.0,1983,4,18
10255,Langley,British Columbia,Canada,1981-10-07,Partial College,Skilled Manual,M,M,1,1,1,2,61398,1,52.09,35.0,1981,10,7
10256,Les Ulis,Essonne,France,1974-02-25,Partial College,Clerical,M,M,1,2,1,2,79367,1,61.34,43.0,1974,2,25
10257,Newcastle,New South Wales,Australia,1964-06-25,High School,Clerical,F,S,1,2,1,1,78349,1,53.29,52.0,1964,6,25
10258,Kirkland,Washington,United States,1973-01-23,Graduate Degree,Manual,F,M,1,1,2,2,29579,0,46.45,44.0,1973,1,23
10259,Cliffside,British Columbia,Canada,1993-11-04,Graduate Degree,Manual,M,M,0,0,0,0,31274,0,46.68,23.0,1993,11,4
10260,Paris,Seine (Paris),France,1993-12-11,Partial College,Management,M,S,0,3,0,0,109218,0,52.28,23.0,1993,12,11
10261,Bremerton,Washington,United States,1988-05-16,Bachelors,Clerical,M,M,1,3,0,1,80700,0,50.3,28.0,1988,5,16
10262,Milwaukie,Oregon,United States,1983-10-16,Bachelors,Manual,F,M,0,0,2,2,26429,0,45.63,33.0,1983,10,16
10263,London,England,United Kingdom,1985-02-26,Bachelors,Clerical,F,M,1,2,0,1,78860,0,50.48,32.0,1985,2,26
10264,Werne,Nordrhein-Westfalen,Germany,1965-04-08,Bachelors,Professional,M,S,1,2,0,1,129721,0,54.44,51.0,1965,4,8
10265,Stuttgart,Saarland,Germany,1980-03-08,Bachelors,Clerical,M,M,1,1,2,2,82191,1,56.33,37.0,1980,3,8
10266,Wollongong,New South Wales,Australia,1988-11-06,Bachelors,Skilled Manual,M,M,0,2,0,2,52963,0,47.76,28.0,1988,11,6
10267,Sulzbach Taunus,Saarland,Germany,1998-09-03,Partial College,Manual,F,S,0,0,0,0,27810,0,48.81,18.0,1998,9,3
10268,Lynnwood,Washington,United States,2000-11-17,High School,Manual,M,S,0,0,0,0,33277,1,48.31,16.0,2000,11,17
10269,Chula Vista,California,United States,1996-11-20,Partial College,Skilled Manual,F,S,0,2,0,0,54732,0,52.31,20.0,1996,11,20
10270,Dunkerque,Nord,France,1988-10-28,Bachelors,Management,F,M,1,0,0,2,101893,1,51.55,28.0,1988,10,28
10271,Townsville,Queensland,Australia,1990-11-26,Bachelors,Management,F,M,1,3,1,2,103167,1,52.56,26.0,1990,11,26
10272,Downey,California,United States,1968-11-06,High School,Skilled Manual,M,S,1,1,0,0,54834,1,55.77,48.0,1968,11,6
10273,Milwaukie,Oregon,United States,1976-07-08,Partial College,Clerical,F,M,1,2,1,2,79440,1,50.74,40.0,1976,7,8
10274,Sedro Woolley,Washington,United States,1988-02-18,Bachelors,Clerical,F,S,0,2,0,0,84845,0,54.01,29.0,1988,2,18
10275,Paris,Seine (Paris),France,1991-09-20,Partial College,Management,M,M,1,2,1,2,108903,1,50.8,25.0,1991,9,20
10276,Port Macquarie,New South Wales,Australia,1964-10-18,High School,Clerical,F,M,1,1,1,2,78620,1,50.82,52.0,1964,10,18
10277,Issaquah,Washington,United States,1964-07-03,Bachelors,Clerical,M,M,1,2,1,2,81650,1,54.03,52.0,1964,7,3
10278,Lebanon,Oregon,United States,1967-04-24,Bachelors,Management,F,M,1,1,0,2,106483,0,51.81,49.0,1967,4,24
10279,Cranbourne,Victoria,Australia,1979-11-13,Graduate Degree,Management,M,M,1,3,0,2,103070,1,52.36,37.0,1979,11,13
10280,Sydney,New South Wales,Australia,1994-04-25,Bachelors,Professional,M,S,0,0,0,0,136568,1,54.17,22.0,1994,4,25
10281,Milwaukie,Oregon,United States,1989-11-05,Bachelors,Professional,M,S,1,3,0,0,137079,1,53.55,27.0,1989,11,5
10282,Werne,Nordrhein-Westfalen,Germany,1989-12-09,Graduate Degree,Skilled Manual,M,M,0,2,1,1,58826,1,51.72,27.0,1989,12,9
10283,Concord,California,United States,1980-12-23,Partial College,Skilled Manual,F,S,0,1,0,0,59882,0,48.42,36.0,1980,12,23
10284,Lavender Bay,New South Wales,Australia,2000-05-27,Partial College,Manual,M,S,0,0,0,0,36008,1,48.72,16.0,2000,5,27
10285,East Brisbane,Queensland,Australia,1987-05-06,Bachelors,Clerical,F,M,1,2,1,1,77749,1,53.67,29.0,1987,5,6
10286,Torrance,California,United States,1979-09-27,Bachelors,Skilled Manual,M,M,1,2,0,2,57128,0,56.14,37.0,1979,9,27
10287,Goulburn,New South Wales,Australia,1988-05-11,Bachelors,Clerical,F,S,0,0,0,0,82692,1,52.34,28.0,1988,5,11
10288,Portland,Oregon,United States,1994-03-01,High School,Skilled Manual,M,S,0,1,0,0,54015,0,51.99,23.0,1994,3,1
10289,Langley,British Columbia,Canada,1961-10-16,Graduate Degree,Skilled Manual,F,S,1,0,0,1,53146,1,51.5,55.0,1961,10,16
10290,Colma,California,United States,1995-11-13,High School,Skilled Manual,F,S,0,2,0,0,57767,1,50.69,21.0,1995,11,13
10291,Daly City,California,United States,1975-03-17,High School,Clerical,F,M,1,3,0,2,77638,0,50.47,42.0,1975,3,17
10292,Glendale,California,United States,1981-03-13,Bachelors,Clerical,F,M,1,1,0,2,85933,0,49.68,36.0,1981,3,13
10293,Suresnes,Hauts de Seine,France,1993-11-07,Partial High School,Manual,M,M,0,1,0,0,32625,0,45.68,23.0,1993,11,7
10294,Palo Alto,California,United States,1977-10-18,Partial College,Skilled Manual,F,M,1,2,0,1,60584,1,49.39,39.0,1977,10,18
10295,La Jolla,California,United States,1972-07-11,Partial College,Clerical,M,S,1,2,0,0,81548,0,53.09,44.0,1972,7,11
10296,Portland,Oregon,United States,1978-03-06,Bachelors,Professional,F,M,1,2,0,0,131245,0,52.12,39.0,1978,3,6
10297,Runcorn,England,United Kingdom,1995-02-14,Bachelors,Management,M,M,1,3,0,0,105513,1,50.52,22.0,1995,2,14
10298,Lemon Grove,California,United States,1984-04-19,Bachelors,Clerical,F,S,0,1,0,0,76773,0,53.67,32.0,1984,4,19
10299,Goulburn,New South Wales,Australia,1987-11-27,Graduate Degree,Clerical,F,M,1,1,1,1,84595,1,54.81,29.0,1987,11,27
10300,Wollongong,New South Wales,Australia,1987-08-13,Graduate Degree,Management,F,S,1,2,0,0,111612,1,52.19,29.0,1987,8,13
10301,Paris,Seine (Paris),France,1985-09-04,High School,Manual,M,S,0,0,0,0,28772,0,55.46,31.0,1985,9,4
10302,Walla Walla,Washington,United States,1967-08-10,Bachelors,Management,M,M,1,0,1,2,111920,1,52.71,49.0,1967,8,10
10303,Boulogne-sur-Mer,Pas de Calais,France,1995-01-25,Partial College,Skilled Manual,M,S,0,1,0,0,61934,0,49.63,22.0,1995,1,25
10304,York,England,United Kingdom,1991-08-10,Partial College,Management,F,S,0,2,0,0,107283,1,52.07,25.0,1991,8,10
10305,Vancouver,British Columbia,Canada,1974-02-02,Partial High School,Skilled Manual,M,M,1,1,1,2,54453,1,57.07,43.0,1974,2,2
10306,Saint Germain en Laye,Yveline,France,1995-07-09,Partial High School,Skilled Manual,M,M,0,2,0,0,52690,0,48.07,21.0,1995,7,9
10307,Billericay,England,United Kingdom,1983-11-25,High School,Skilled Manual,M,S,0,1,0,0,56397,0,52.19,33.0,1983,11,25
10308,Wollongong,New South Wales,Australia,1991-03-20,Bachelors,Professional,M,S,1,2,0,0,131664,1,52.26,25.0,1991,3,20
10309,Sydney,New South Wales,Australia,1994-09-06,Bachelors,Management,F,M,1,3,0,0,106902,0,51.14,22.0,1994,9,6
10310,Saint Germain en Laye,Yveline,France,1990-08-28,Bachelors,Professional,F,M,1,1,0,2,134578,0,52.22,26.0,1990,8,28
10311,London,England,United Kingdom,1993-05-19,Graduate Degree,Skilled Manual,F,S,0,0,0,0,57708,0,48.2,23.0,1993,5,19
10312,Silverwater,New South Wales,Australia,1987-01-24,Bachelors,Clerical,F,M,1,3,0,1,84569,1,50.85,30.0,1987,1,24
10313,Portland,Oregon,United States,1996-06-08,High School,Skilled Manual,F,S,0,1,0,0,52032,0,50.7,20.0,1996,6,8
10314,Matraville,New South Wales,Australia,1979-05-13,Bachelors,Manual,F,S,0,1,0,0,32459,0,46.37,37.0,1979,5,13
10315,Bellflower,California,United States,1986-10-12,Graduate Degree,Clerical,F,M,1,2,0,2,78265,0,49.24,30.0,1986,10,12
10316,Edmonds,Washington,United States,1986-04-20,Graduate Degree,Professional,F,S,1,0,0,0,130073,1,56.49,30.0,1986,4,20
10317,Spring Valley,California,United States,1970-01-18,Bachelors,Skilled Manual,M,S,1,1,0,0,52867,1,56.67,47.0,1970,1,18
10318,Kirkby,England,United Kingdom,1981-08-28,Bachelors,Management,M,M,1,2,1,2,102900,1,54.16,35.0,1981,8,28
10319,Bremerton,Washington,United States,1993-04-17,Graduate Degree,Professional,F,M,1,1,0,0,135285,1,51.97,23.0,1993,4,17
10320,Marysville,Washington,United States,1982-03-16,Partial College,Manual,M,S,0,0,0,0,32186,1,47.45,34.0,1982,3,16
10321,Port Macquarie,New South Wales,Australia,1995-02-17,Bachelors,Management,M,S,0,1,0,0,103330,1,52.8,22.0,1995,2,17
10322,Geelong,Victoria,Australia,1985-08-03,Bachelors,Management,F,S,1,2,0,0,106325,1,52.05,31.0,1985,8,3
10323,Lincoln Acres,California,United States,1984-07-28,Bachelors,Manual,F,S,0,0,0,0,32119,0,46.55,32.0,1984,7,28
10324,Lemon Grove,California,United States,1998-10-03,Partial College,Management,M,S,0,2,0,0,110423,1,54.87,18.0,1998,10,3
10325,London,England,United Kingdom,1991-10-19,Partial College,Management,F,S,0,3,0,0,111933,0,52.0,25.0,1991,10,19
10326,Kirkby,England,United Kingdom,1956-05-16,Graduate Degree,Clerical,M,M,1,2,1,2,79626,1,53.92,60.0,1956,5,16
10327,Lemon Grove,California,United States,1974-05-26,Partial College,Clerical,F,M,1,2,0,2,81432,1,49.4,42.0,1974,5,26
10328,Salzgitter,Hessen,Germany,1990-12-27,High School,Clerical,F,S,0,3,0,0,85018,0,53.42,26.0,1990,12,27
10329,Rhodes,New South Wales,Australia,1973-02-13,Graduate Degree,Professional,F,S,1,0,0,0,133030,1,55.44,44.0,1973,2,13
10330,Burien,Washington,United States,1963-07-03,Bachelors,Skilled Manual,M,M,1,0,0,2,53242,1,48.38,53.0,1963,7,3
10331,Matraville,New South Wales,Australia,1999-04-01,Partial College,Skilled Manual,F,S,0,0,0,0,58831,0,49.59,17.0,1999,4,1
10332,York,England,United Kingdom,1993-04-16,Partial High School,Manual,M,S,0,0,0,0,25674,0,45.67,23.0,1993,4,16
10333,Watford,England,United Kingdom,1991-09-24,High School,Skilled Manual,M,M,0,1,0,2,53957,0,48.47,25.0,1991,9,24
10334,Lakewood,California,United States,1997-02-04,High School,Clerical,M,M,0,1,0,0,78930,1,50.47,20.0,1997,2,4
10335,Langley,British Columbia,Canada,1983-08-13,Graduate Degree,Professional,F,M,1,2,0,0,127377,1,52.48,33.0,1983,8,13
10336,Bremerton,Washington,United States,1973-06-05,Bachelors,Skilled Manual,F,M,1,2,1,2,53231,1,51.35,43.0,1973,6,5
10337,Burbank,California,United States,1993-04-05,Graduate Degree,Professional,M,M,1,2,0,0,131594,1,51.83,23.0,1993,4,5
10338,Lakewood,California,United States,1982-06-10,Bachelors,Management,M,S,1,3,0,0,105435,1,60.36,34.0,1982,6,10
10339,Maidenhead,England,United Kingdom,1981-05-04,Graduate Degree,Management,F,M,1,0,2,2,105879,1,54.68,35.0,1981,5,4
10340,Lynnwood,Washington,United States,1972-08-19,Partial College,Manual,F,S,1,1,0,0,28314,0,46.59,44.0,1972,8,19
10341,Cergy,Val d'Oise,France,1984-07-13,Partial College,Management,M,M,1,3,0,2,107290,1,51.43,32.0,1984,7,13
10342,Milsons Point,New South Wales,Australia,1958-08-21,Bachelors,Skilled Manual,F,M,1,2,1,2,59780,1,52.74,58.0,1958,8,21
10343,Dresden,Hessen,Germany,1987-11-08,Bachelors,Management,M,M,1,2,0,0,109727,1,51.69,29.0,1987,11,8
10344,Metchosin,British Columbia,Canada,1984-07-13,Bachelors,Management,M,M,1,2,1,2,109085,1,61.02,32.0,1984,7,13
10345,Matraville,New South Wales,Australia,1968-10-04,Partial High School,Skilled Manual,F,M,1,2,0,2,53079,1,48.26,48.0,1968,10,4
10346,Paris,Seine (Paris),France,1993-04-05,Bachelors,Management,F,M,1,2,0,0,111648,0,50.87,23.0,1993,4,5
10347,Sulzbach Taunus,Saarland,Germany,1995-09-26,Partial College,Skilled Manual,M,S,0,0,0,0,59582,1,50.01,21.0,1995,9,26
10348,East Brisbane,Queensland,Australia,1983-11-04,Bachelors,Manual,M,M,0,1,1,2,34874,1,54.15,33.0,1983,11,4
10349,San Francisco,California,United States,1984-04-26,Bachelors,Management,M,S,1,2,0,0,110367,1,57.06,32.0,1984,4,26
10350,North Ryde,New South Wales,Australia,1990-06-03,Partial High School,Skilled Manual,M,S,0,1,0,0,55949,0,50.37,26.0,1990,6,3
10351,Fremont,California,United States,1965-01-05,Bachelors,Skilled Manual,F,S,1,1,0,1,57091,0,52.52,52.0,1965,1,5
10352,Woodland Hills,California,United States,1973-08-22,Partial High School,Manual,M,S,0,1,0,0,34018,0,51.42,43.0,1973,8,22
10353,Daly City,California,United States,1997-09-21,Partial College,Management,M,M,1,1,0,0,111929,0,50.99,19.0,1997,9,21
10354,Redwood City,California,United States,1974-02-27,Partial High School,Manual,M,M,1,1,0,2,30992,0,53.92,43.0,1974,2,27
10355,Coronado,California,United States,1971-09-14,Partial College,Manual,F,M,1,0,1,2,29509,0,49.26,45.0,1971,9,14
10356,Perth,South Australia,Australia,1992-07-27,Bachelors,Professional,M,S,1,1,0,0,134507,1,53.74,24.0,1992,7,27
10357,Bellingham,Washington,United States,1998-10-17,Partial College,Management,M,S,0,3,0,0,108942,1,51.8,18.0,1998,10,17
10358,Bremerton,Washington,United States,1949-04-08,Bachelors,Clerical,M,M,1,1,1,2,79360,1,51.09,67.0,1949,4,8
10359,Spokane,Washington,United States,1976-05-26,High School,Skilled Manual,F,S,1,1,0,0,52326,0,48.42,40.0,1976,5,26
10360,Warrington,England,United Kingdom,1967-02-21,Partial High School,Skilled Manual,F,M,1,1,1,2,55425,1,48.95,50.0,1967,2,21
10361,Cliffside,British Columbia,Canada,1991-03-20,Graduate Degree,Skilled Manual,F,M,0,1,0,2,53626,1,47.96,25.0,1991,3,20
10362,Spokane,Washington,United States,1980-02-26,Partial College,Clerical,F,M,1,2,0,2,86771,1,50.3,37.0,1980,2,26
10363,Cambridge,England,United Kingdom,1977-08-17,Partial College,Clerical,F,S,1,1,0,0,79256,0,50.64,39.0,1977,8,17
10364,National City,California,United States,1987-07-09,Graduate Degree,Clerical,M,S,0,1,0,0,81165,1,50.17,29.0,1987,7,9
10365,Lavender Bay,New South Wales,Australia,1950-06-18,Graduate Degree,Professional,F,M,1,3,0,3,129902,1,52.41,66.0,1950,6,18
10366,Burlingame,California,United States,1973-10-01,Partial High School,Skilled Manual,M,S,1,1,0,0,51339,1,57.93,43.0,1973,10,1
10367,Woodburn,Oregon,United States,1953-07-15,Bachelors,Management,F,M,1,1,1,2,111026,1,52.84,63.0,1953,7,15
10368,Bellingham,Washington,United States,1978-03-02,Graduate Degree,Professional,M,M,1,4,0,2,131609,0,57.95,39.0,1978,3,2
10369,Redwood City,California,United States,1981-06-24,High School,Skilled Manual,M,M,1,1,0,2,56285,0,49.54,35.0,1981,6,24
10370,Beverly Hills,California,United States,1976-11-10,Partial College,Manual,F,S,0,0,0,0,26039,0,44.27,40.0,1976,11,10
10371,South Melbourne,Victoria,Australia,1998-04-01,Bachelors,Management,F,M,0,2,0,0,108306,0,51.17,18.0,1998,4,1
10372,Cranbourne,Victoria,Australia,1991-02-05,Partial High School,Manual,M,M,0,0,1,2,30154,0,46.11,26.0,1991,2,5
10373,Haney,British Columbia,Canada,2000-03-12,High School,Skilled Manual,F,M,0,1,0,0,60249,0,49.01,16.0,2000,3,12
10374,Walla Walla,Washington,United States,1994-08-11,Partial College,Skilled Manual,F,S,0,0,0,0,55119,0,49.45,22.0,1994,8,11
10375,Matraville,New South Wales,Australia,1992-01-07,Partial High School,Skilled Manual,F,S,0,1,0,0,61057,0,50.99,25.0,1992,1,7
10376,Walla Walla,Washington,United States,1985-02-22,Partial College,Management,M,S,1,3,0,0,109709,0,60.68,32.0,1985,2,22
10377,Milsons Point,New South Wales,Australia,1970-07-12,Partial High School,Skilled Manual,F,S,1,1,0,0,59241,0,48.52,46.0,1970,7,12
10378,N. Vancouver,British Columbia,Canada,1999-07-02,Partial High School,Manual,M,S,0,0,0,0,31592,0,50.09,17.0,1999,7,2
10379,London,England,United Kingdom,1986-02-01,High School,Manual,M,S,0,1,0,0,26921,0,52.14,31.0,1986,2,1
10380,Gold Coast,Queensland,Australia,1989-02-26,Bachelors,Clerical,F,M,1,1,1,1,81862,1,53.13,28.0,1989,2,26
10381,Walla Walla,Washington,United States,1972-11-12,Partial High School,Skilled Manual,M,M,1,0,1,2,52911,1,48.69,44.0,1972,11,12
10382,Gloucestershire,England,United Kingdom,1989-03-09,Graduate Degree,Clerical,F,S,0,2,0,0,86191,1,53.58,28.0,1989,3,9
10383,San Gabriel,California,United States,1973-07-17,Graduate Degree,Skilled Manual,F,S,1,1,0,0,55751,0,52.44,43.0,1973,7,17
10384,South Melbourne,Victoria,Australia,1968-09-09,Partial High School,Skilled Manual,F,M,1,2,2,2,61120,1,49.33,48.0,1968,9,9
10385,Newcastle upon Tyne,England,United Kingdom,1972-07-18,Partial College,Management,M,M,1,2,1,2,108994,1,56.7,44.0,1972,7,18
10386,Rockhampton,Queensland,Australia,1986-02-18,Graduate Degree,Clerical,M,S,0,2,0,0,78367,1,49.55,31.0,1986,2,18
10387,Bellflower,California,United States,1982-05-14,Bachelors,Clerical,M,M,1,1,0,1,78595,0,54.65,34.0,1982,5,14
10388,Marysville,Washington,United States,1991-11-20,Graduate Degree,Management,F,M,1,1,0,1,112480,1,51.68,25.0,1991,11,20
10389,Seattle,Washington,United States,1997-09-16,Partial College,Skilled Manual,M,S,0,2,0,0,56887,1,51.19,19.0,1997,9,16
10390,Newton,British Columbia,Canada,1994-09-13,Partial College,Manual,M,S,0,0,0,0,34642,1,48.74,22.0,1994,9,13
10391,Langford,British Columbia,Canada,1981-06-24,Partial College,Clerical,F,M,1,1,1,1,86622,1,50.72,35.0,1981,6,24
10392,Bellflower,California,United States,1968-02-01,High School,Skilled Manual,F,S,1,2,0,0,55862,1,50.54,49.0,1968,2,1
10393,Bellflower,California,United States,1999-05-02,Partial College,Skilled Manual,M,S,0,1,0,0,52032,1,48.36,17.0,1999,5,2
10394,W. Linn,Oregon,United States,1991-04-13,Graduate Degree,Professional,M,M,1,1,2,2,132734,1,52.99,25.0,1991,4,13
10395,Cliffside,British Columbia,Canada,1997-11-27,Partial High School,Manual,F,S,0,1,0,0,35666,0,48.33,19.0,1997,11,27
10396,Ballard,Washington,United States,1998-08-28,Partial High School,Skilled Manual,F,S,0,0,0,0,57232,0,52.63,18.0,1998,8,28
10397,Hobart,Tasmania,Australia,1997-04-05,High School,Clerical,F,S,0,2,0,0,86460,1,51.63,19.0,1997,4,5
10398,Coronado,California,United States,1987-04-18,Graduate Degree,Professional,M,S,1,2,0,0,128569,1,55.07,29.0,1987,4,18
10399,Neunkirchen,Saarland,Germany,1997-11-02,Partial College,Skilled Manual,F,S,0,2,0,0,56801,1,52.41,19.0,1997,11,2
10400,Woolston,England,United Kingdom,1971-03-14,Partial College,Skilled Manual,F,S,1,1,0,0,52768,0,48.91,46.0,1971,3,14
10401,Concord,California,United States,1997-09-04,High School,Manual,F,M,0,0,0,0,34240,0,46.44,19.0,1997,9,4
10402,Silverwater,New South Wales,Australia,1995-08-10,Bachelors,Management,F,M,1,2,0,0,103855,0,51.47,21.0,1995,8,10
10403,München,Nordrhein-Westfalen,Germany,1985-04-16,Bachelors,Skilled Manual,F,M,1,0,0,1,56973,1,48.12,31.0,1985,4,16
10404,Stuttgart,Saarland,Germany,1971-10-27,Partial College,Manual,F,M,1,0,0,2,32282,1,46.27,45.0,1971,10,27
10405,Paris,Seine (Paris),France,1988-11-26,Bachelors,Professional,M,M,1,2,1,2,130934,1,51.76,28.0,1988,11,26
10406,Newcastle upon Tyne,England,United Kingdom,1989-07-15,Graduate Degree,Management,M,S,0,2,0,0,108996,0,51.62,27.0,1989,7,15
10407,Bellingham,Washington,United States,1986-09-13,Graduate Degree,Clerical,M,S,0,2,0,0,78437,1,58.75,30.0,1986,9,13
10408,Goulburn,New South Wales,Australia,1994-10-04,Bachelors,Clerical,M,M,0,1,0,0,83170,1,50.68,22.0,1994,10,4
10409,Oak Bay,British Columbia,Canada,1974-10-07,Partial High School,Skilled Manual,M,M,1,0,1,2,60691,1,54.44,42.0,1974,10,7
10410,Liverpool,England,United Kingdom,1983-04-27,Bachelors,Management,F,M,1,1,1,2,107737,1,52.73,33.0,1983,4,27
10411,Burien,Washington,United States,1995-03-03,Partial College,Skilled Manual,M,S,0,1,0,0,55019,0,52.22,22.0,1995,3,3
10412,Croix,Nord,France,1982-09-14,Partial College,Management,F,S,1,1,0,0,111422,0,52.5,34.0,1982,9,14
10413,Puyallup,Washington,United States,1959-04-22,Graduate Degree,Manual,F,M,1,1,0,2,27941,0,44.99,57.0,1959,4,22
10414,Les Ulis,Essonne,France,1990-10-12,Bachelors,Management,M,M,1,1,1,1,105624,1,52.16,26.0,1990,10,12
10415,London,England,United Kingdom,1982-12-14,Graduate Degree,Management,F,M,1,2,1,2,111852,1,54.62,34.0,1982,12,14
10416,Oakland,California,United States,1998-08-17,Partial College,Clerical,M,M,0,2,0,0,82878,0,49.87,18.0,1998,8,17
10417,Port Hammond,British Columbia,Canada,1988-10-09,Bachelors,Manual,M,M,0,0,0,1,29987,0,46.38,28.0,1988,10,9
10418,Colma,California,United States,1995-05-22,High School,Skilled Manual,M,S,0,1,0,0,53778,1,50.83,21.0,1995,5,22
10419,Kirkland,Washington,United States,1963-11-15,Graduate Degree,Clerical,F,M,1,3,1,2,76989,1,51.08,53.0,1963,11,15
10420,Sooke,British Columbia,Canada,1992-06-08,Graduate Degree,Manual,M,M,0,1,0,2,27189,0,45.63,24.0,1992,6,8
10421,Oxford,England,United Kingdom,1981-12-09,Bachelors,Clerical,M,M,1,3,0,2,82883,1,53.43,35.0,1981,12,9
10422,Paderborn,Nordrhein-Westfalen,Germany,1965-02-09,Partial College,Skilled Manual,M,S,1,1,1,1,56699,1,48.36,52.0,1965,2,9
