,CountryRegionName,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberChildrenAtHome,TotalChildren,YearlyIncome,AvgMonthSpend,age
7493,United States,Manual,F,M,1,1,2,33416,48.93,47.0
7494,United States,Manual,M,S,0,0,0,36405,52.89,42.0
7495,United States,Management,F,M,1,1,2,102461,53.81,55.0
7496,United States,Clerical,F,S,0,0,0,79548,52.45,18.0
7497,Australia,Clerical,M,M,1,2,2,85919,53.63,38.0
7498,Germany,Skilled Manual,F,S,0,0,0,54201,49.68,22.0
7499,Australia,Manual,F,S,0,0,0,29535,47.01,19.0
7500,Australia,Clerical,M,S,0,0,0,78400,50.26,19.0
7501,United States,Clerical,M,M,1,0,2,82039,50.12,27.0
7502,Australia,Management,F,S,1,0,0,109526,54.66,34.0
7503,United Kingdom,Manual,F,M,1,2,2,34684,50.96,41.0
7504,United States,Skilled Manual,M,M,0,0,1,56477,49.09,26.0
7505,Canada,Skilled Manual,F,S,1,0,0,53202,52.15,44.0
7506,France,Clerical,F,M,1,0,2,76650,49.86,36.0
7507,Australia,Clerical,M,S,1,0,0,76933,57.11,39.0
7508,France,Skilled Manual,M,S,0,0,0,62238,50.42,19.0
7509,Canada,Skilled Manual,F,M,1,1,2,59729,52.91,38.0
7510,Australia,Manual,F,M,0,0,0,27792,44.97,18.0
7511,Germany,Management,F,S,0,0,0,105021,54.07,24.0
7512,France,Clerical,M,S,0,0,0,77923,56.3,32.0
7513,Canada,Manual,M,S,0,0,0,32283,45.36,19.0
7514,France,Manual,M,M,0,0,2,30411,49.99,31.0
7515,France,Skilled Manual,M,M,1,1,1,61491,54.68,38.0
7516,Australia,Clerical,F,M,0,0,0,82197,49.52,16.0
7517,United States,Professional,M,M,1,0,0,127878,53.6,33.0
7518,Canada,Skilled Manual,M,M,1,0,2,59071,49.28,47.0
7519,Canada,Clerical,F,M,1,1,2,85720,53.48,40.0
7520,Germany,Clerical,F,S,0,0,0,78083,51.03,29.0
7521,United Kingdom,Professional,F,S,1,0,0,138053,52.23,37.0
7522,United States,Skilled Manual,M,M,0,0,1,52172,47.72,26.0
7523,Canada,Clerical,F,S,0,0,0,80130,51.41,26.0
7524,Australia,Clerical,F,M,1,1,2,86045,53.04,34.0
7525,Germany,Manual,F,S,0,0,0,26535,45.84,22.0
7526,France,Management,M,M,0,0,0,108953,51.0,18.0
7527,France,Skilled Manual,M,S,0,0,0,61290,51.29,26.0
7528,France,Skilled Manual,M,M,1,0,2,58722,55.68,31.0
7529,United States,Skilled Manual,M,M,1,0,1,53253,50.27,34.0
7530,Canada,Manual,M,M,0,0,2,31371,46.33,27.0
7531,Canada,Manual,F,M,1,2,2,25435,49.06,37.0
7532,Germany,Manual,M,S,0,0,0,30684,46.17,16.0
7533,United Kingdom,Management,F,S,1,0,0,105356,51.54,36.0
7534,United States,Skilled Manual,F,M,1,0,1,51702,48.15,34.0
7535,United States,Skilled Manual,F,M,1,1,2,61392,53.17,42.0
7536,United States,Skilled Manual,M,M,1,0,2,52041,48.1,36.0
7537,United States,Manual,F,M,1,1,2,26815,48.6,46.0
7538,United States,Manual,M,M,0,0,0,32600,45.35,23.0
7539,United States,Management,M,M,1,0,2,108398,58.61,31.0
7540,Australia,Skilled Manual,M,M,1,1,2,59334,53.02,29.0
7541,Australia,Skilled Manual,M,M,1,1,2,52025,55.2,36.0
7542,United States,Skilled Manual,F,S,0,0,0,52694,52.71,37.0
7543,United States,Clerical,M,M,1,0,2,80105,54.36,34.0
7544,United States,Skilled Manual,M,M,0,0,0,60412,47.86,17.0
7545,France,Clerical,F,M,1,1,1,78204,50.74,32.0
7546,United Kingdom,Clerical,M,M,0,0,0,80601,50.05,22.0
7547,United Kingdom,Skilled Manual,M,S,0,0,0,60816,53.36,20.0
7548,United States,Clerical,F,M,1,1,2,80960,52.76,47.0
7549,France,Skilled Manual,F,M,1,0,2,54518,47.98,36.0
7550,United States,Skilled Manual,M,M,1,1,2,56097,49.14,49.0
7551,Australia,Skilled Manual,M,M,1,1,2,56864,56.07,49.0
7552,United States,Manual,F,M,0,0,1,33483,46.84,31.0
7553,United States,Manual,F,S,0,0,0,34387,49.81,32.0
7554,Germany,Manual,F,S,0,0,0,29413,47.31,17.0
7555,United States,Management,F,S,0,0,0,112774,54.31,26.0
7556,United States,Management,M,S,1,0,0,109020,57.83,33.0
7557,United States,Skilled Manual,M,M,1,1,2,62319,61.02,31.0
7558,United States,Skilled Manual,M,S,0,0,0,52043,51.3,18.0
7559,United States,Skilled Manual,F,S,0,0,0,58119,50.98,18.0
7560,United Kingdom,Skilled Manual,M,M,0,0,0,51906,47.86,16.0
7561,Germany,Clerical,M,M,1,0,3,76721,48.99,66.0
7562,France,Skilled Manual,M,S,0,0,0,58764,52.0,24.0
7563,United States,Skilled Manual,M,S,0,0,0,60542,60.49,38.0
7564,Canada,Clerical,M,S,1,1,1,84724,54.42,49.0
7565,United States,Management,F,M,1,0,0,109833,51.42,24.0
7566,Germany,Clerical,M,M,1,0,1,78722,55.53,42.0
7567,Germany,Skilled Manual,M,S,0,0,0,53488,50.79,32.0
7568,United States,Manual,F,S,0,0,0,32652,46.5,29.0
7569,United States,Professional,M,M,1,0,2,129923,51.94,58.0
7570,Germany,Skilled Manual,F,M,0,0,0,60167,49.62,18.0
7571,Canada,Clerical,F,M,1,1,2,83399,49.46,53.0
7572,United States,Clerical,F,M,1,0,2,87315,50.59,25.0
7573,France,Management,F,M,1,0,2,103672,50.49,27.0
7574,France,Management,F,S,0,0,0,111636,52.0,28.0
7575,Germany,Clerical,F,M,1,0,3,85143,50.35,80.0
7576,Canada,Management,M,S,1,0,0,112384,52.12,29.0
7577,Canada,Clerical,F,S,0,0,0,80534,54.32,21.0
7578,Canada,Clerical,M,S,1,1,1,78802,54.74,63.0
7579,United States,Skilled Manual,F,S,1,0,0,55236,49.07,41.0
7580,Germany,Professional,F,S,1,0,0,133716,54.74,39.0
7581,United States,Professional,M,M,1,0,0,132980,52.26,38.0
7582,Canada,Skilled Manual,M,M,1,1,2,58762,50.91,49.0
7583,United States,Clerical,M,M,1,0,1,87547,50.17,28.0
7584,United States,Management,M,M,1,1,2,111951,51.75,51.0
7585,Australia,Skilled Manual,M,M,1,1,2,60062,50.56,38.0
7586,United States,Clerical,F,M,1,0,2,86455,49.81,40.0
7587,Germany,Manual,F,M,0,0,2,35938,47.43,33.0
7588,United States,Management,M,M,1,0,2,111290,51.59,29.0
7589,United Kingdom,Manual,F,M,1,1,1,31824,47.6,39.0
7590,United Kingdom,Professional,M,M,1,0,0,137683,52.0,27.0
7591,United States,Management,M,S,0,0,0,104907,51.12,22.0
7592,United States,Clerical,M,M,1,0,2,80023,52.22,34.0
7593,United States,Management,F,M,1,1,2,107254,54.87,25.0
7594,United States,Skilled Manual,F,M,0,0,2,57409,48.66,25.0
7595,Australia,Skilled Manual,M,S,0,0,0,55345,54.96,33.0
7596,United Kingdom,Skilled Manual,F,M,1,1,1,55220,49.14,39.0
7597,United Kingdom,Manual,M,M,1,1,1,36461,50.52,34.0
7598,Australia,Professional,M,M,1,0,2,130902,52.95,35.0
7599,Germany,Management,F,S,0,0,0,104160,52.19,27.0
7600,Canada,Management,F,M,1,1,1,103243,51.22,27.0
7601,United States,Skilled Manual,F,M,1,1,2,56466,49.62,54.0
7602,Canada,Management,M,M,1,0,2,112109,51.94,29.0
7603,United States,Clerical,F,M,1,1,1,87137,53.67,25.0
7604,United Kingdom,Skilled Manual,M,M,1,0,2,53073,52.04,34.0
7605,United Kingdom,Management,F,M,1,0,0,109500,50.91,32.0
7606,Canada,Skilled Manual,M,M,1,1,2,56334,49.34,61.0
7607,Australia,Clerical,F,S,0,0,0,81507,49.92,26.0
7608,United States,Management,M,M,1,0,0,107741,55.49,31.0
7609,Germany,Management,F,M,1,0,1,106527,51.4,32.0
7610,Australia,Clerical,M,M,1,0,2,78166,59.28,40.0
7611,Australia,Skilled Manual,F,M,0,0,0,51443,48.05,21.0
7612,Canada,Skilled Manual,M,M,0,0,0,58468,48.02,16.0
7613,Australia,Management,M,S,0,0,0,112853,51.57,22.0
7614,United States,Clerical,M,M,1,0,1,84335,59.24,35.0
7615,United States,Skilled Manual,M,S,1,1,1,56901,50.87,78.0
7616,United States,Skilled Manual,M,M,1,0,1,52024,51.1,33.0
7617,Canada,Management,M,S,0,0,0,105654,54.31,27.0
7618,France,Clerical,M,M,1,1,2,76931,56.87,37.0
7619,United States,Management,F,S,0,0,0,111807,50.98,27.0
7620,Canada,Management,F,S,0,0,0,102434,52.39,29.0
7621,France,Skilled Manual,F,S,0,0,0,58080,52.32,20.0
7622,Canada,Professional,F,M,1,0,2,129305,52.63,32.0
7623,United States,Management,F,S,1,0,0,102611,51.23,29.0
7624,Germany,Skilled Manual,F,S,1,0,1,53164,51.54,55.0
7625,Australia,Manual,M,S,0,0,0,26423,47.37,40.0
7626,United States,Management,F,S,1,0,1,107081,51.86,50.0
7627,United States,Clerical,M,M,1,0,2,85029,54.26,37.0
7628,Australia,Skilled Manual,F,M,1,2,2,59989,53.04,29.0
7629,United Kingdom,Clerical,F,M,1,0,1,81634,50.12,29.0
7630,Australia,Clerical,F,M,1,1,2,80825,52.96,26.0
7631,United States,Professional,F,M,1,0,1,130523,52.5,30.0
7632,United States,Management,M,M,1,0,0,106889,53.95,31.0
7633,Australia,Manual,F,M,1,1,2,28505,45.7,50.0
7634,Canada,Professional,M,S,1,0,0,130054,61.82,31.0
7635,Australia,Skilled Manual,F,M,1,0,2,56112,48.51,38.0
7636,United States,Manual,F,S,0,0,0,31055,49.9,33.0
7637,United States,Skilled Manual,F,M,1,0,1,61016,48.86,34.0
7638,Australia,Management,M,S,1,0,0,106682,58.38,32.0
7639,United States,Skilled Manual,F,M,0,0,1,55371,48.39,27.0
7640,Germany,Skilled Manual,F,M,1,1,2,55693,52.3,39.0
7641,Australia,Manual,F,M,1,1,1,34314,47.02,43.0
7642,Australia,Clerical,F,M,1,0,1,80238,49.76,44.0
7643,United Kingdom,Professional,F,M,1,0,3,135088,52.24,58.0
7644,United States,Skilled Manual,M,M,0,1,1,60130,49.65,26.0
7645,France,Clerical,F,S,0,0,0,82327,52.94,18.0
7646,France,Skilled Manual,F,S,0,0,0,54491,49.43,23.0
7647,France,Manual,F,S,1,1,1,35491,48.77,53.0
7648,United States,Skilled Manual,F,M,1,1,2,52020,52.18,34.0
7649,Canada,Skilled Manual,F,S,0,0,0,59181,50.97,18.0
7650,Australia,Manual,M,M,1,1,2,29702,58.59,46.0
7651,Germany,Professional,M,S,1,0,0,137464,55.75,26.0
7652,Australia,Manual,M,M,0,0,0,29979,45.63,22.0
7653,United States,Manual,M,M,1,1,2,36070,48.82,51.0
7654,Australia,Clerical,F,S,1,0,1,82991,55.05,49.0
7655,Germany,Clerical,F,M,0,0,0,86383,49.96,24.0
7656,United States,Clerical,F,M,1,0,1,80003,49.62,43.0
7657,France,Skilled Manual,F,S,0,0,0,54604,51.31,33.0
7658,France,Clerical,F,M,1,2,2,82130,51.14,54.0
7659,Australia,Manual,M,M,0,1,1,35893,47.09,28.0
7660,United States,Professional,M,M,1,1,2,137483,63.34,38.0
7661,United States,Clerical,M,S,1,0,0,79599,57.56,37.0
7662,United Kingdom,Skilled Manual,F,M,0,0,0,60364,48.73,23.0
7663,United Kingdom,Skilled Manual,F,M,1,0,2,61427,49.11,55.0
7664,United States,Clerical,M,M,1,1,1,80992,54.52,42.0
7665,United States,Skilled Manual,F,M,1,2,2,58100,51.39,42.0
7666,United Kingdom,Skilled Manual,F,S,0,0,0,57535,52.69,24.0
7667,Germany,Skilled Manual,M,M,1,0,2,53440,48.2,29.0
7668,Canada,Skilled Manual,F,M,1,1,1,55257,50.66,37.0
7669,France,Skilled Manual,M,M,0,0,2,54378,48.17,28.0
7670,Australia,Skilled Manual,M,M,1,1,1,55627,56.27,48.0
7671,Australia,Management,M,M,1,1,2,107851,54.58,36.0
7672,France,Clerical,M,M,1,1,2,78706,51.13,43.0
7673,United States,Skilled Manual,F,M,1,1,2,59075,50.35,39.0
7674,United States,Skilled Manual,M,S,1,0,0,60333,51.05,43.0
7675,Germany,Manual,M,S,0,0,0,29267,56.12,35.0
7676,Canada,Manual,M,S,0,0,0,27502,52.33,36.0
7677,Australia,Professional,M,M,1,0,2,128186,52.08,54.0
7678,France,Skilled Manual,F,S,0,0,0,55095,49.04,26.0
7679,Australia,Clerical,M,M,1,0,1,81884,54.04,35.0
7680,United States,Skilled Manual,M,S,0,0,0,60763,49.88,21.0
7681,United States,Skilled Manual,M,M,0,0,1,61543,49.18,28.0
7682,United States,Clerical,F,M,0,0,0,79712,50.35,23.0
7683,United Kingdom,Clerical,M,M,0,0,0,77759,49.66,18.0
7684,United Kingdom,Clerical,F,M,1,0,2,84114,50.46,46.0
7685,Germany,Skilled Manual,F,S,0,0,0,53406,51.85,17.0
7686,Australia,Management,M,S,0,0,0,112309,52.13,28.0
7687,United States,Clerical,M,S,0,0,0,85302,54.65,20.0
7688,Germany,Skilled Manual,F,S,1,0,0,60084,51.15,42.0
7689,United States,Skilled Manual,M,M,0,0,0,57096,48.81,24.0
7690,France,Skilled Manual,M,M,0,0,1,56354,48.58,24.0
7691,Germany,Manual,M,S,0,0,0,27492,49.13,20.0
7692,Canada,Management,F,M,1,1,2,110561,55.83,51.0
7693,United States,Professional,M,S,1,1,1,136883,56.75,55.0
7694,Australia,Skilled Manual,M,M,0,0,0,58889,48.37,20.0
7695,Germany,Skilled Manual,M,M,1,1,2,54357,54.7,34.0
7696,Canada,Clerical,F,S,0,0,0,85659,50.42,28.0
7697,France,Management,F,M,1,0,1,105747,52.21,24.0
7698,United States,Management,F,S,0,0,0,105557,55.25,19.0
7699,United States,Clerical,M,S,1,0,0,82185,60.85,38.0
7700,United States,Skilled Manual,F,S,0,0,0,57451,50.26,22.0
7701,Canada,Management,M,M,1,0,0,107851,51.45,24.0
7702,United States,Professional,M,S,1,0,1,134843,55.97,68.0
7703,United States,Manual,F,S,0,0,0,26670,48.7,38.0
7704,Australia,Manual,M,M,0,0,0,32436,45.33,23.0
7705,United States,Manual,M,S,0,0,0,28268,45.72,19.0
7706,United States,Clerical,M,S,1,0,0,87819,53.86,46.0
7707,United States,Management,M,M,1,1,2,105883,57.76,46.0
7708,Australia,Professional,M,M,1,0,2,133548,52.01,32.0
7709,United States,Management,M,M,1,1,2,108519,53.7,47.0
7710,United Kingdom,Skilled Manual,M,S,0,0,0,58523,51.02,27.0
7711,Australia,Skilled Manual,F,M,0,0,0,56633,48.8,21.0
7712,United States,Management,M,M,1,0,2,108152,51.82,50.0
7713,United States,Clerical,M,S,1,0,0,80204,57.14,46.0
7714,United States,Skilled Manual,M,S,1,0,1,55944,52.76,56.0
7715,Germany,Manual,M,S,1,1,1,34232,50.61,49.0
7716,United Kingdom,Manual,M,M,1,0,2,34500,51.1,44.0
7717,France,Manual,M,M,0,0,1,29460,46.13,29.0
7718,United Kingdom,Skilled Manual,M,S,0,0,0,61804,48.8,19.0
7719,United Kingdom,Skilled Manual,F,S,0,0,0,55949,51.3,23.0
7720,Canada,Skilled Manual,M,S,0,0,0,52241,49.09,19.0
7721,United States,Manual,M,S,1,0,1,34213,47.95,62.0
7722,Germany,Skilled Manual,M,S,0,0,0,57488,54.83,32.0
7723,France,Manual,F,S,0,0,0,32167,48.56,32.0
7724,United States,Professional,M,S,1,0,0,132619,54.3,27.0
7725,United States,Clerical,F,S,0,0,0,86805,52.17,17.0
7726,Australia,Manual,M,S,0,0,0,33513,49.48,17.0
7727,Canada,Skilled Manual,M,S,1,0,0,56266,58.83,46.0
7728,Australia,Skilled Manual,M,M,0,0,1,55165,48.2,27.0
7729,United States,Skilled Manual,M,M,1,0,1,52408,55.51,31.0
7730,United States,Manual,F,S,0,0,0,34105,50.05,28.0
7731,Australia,Skilled Manual,F,M,1,1,1,53651,48.8,38.0
7732,Australia,Skilled Manual,F,S,1,0,0,56115,52.74,39.0
7733,United States,Clerical,F,S,1,0,1,83181,50.96,55.0
7734,Canada,Skilled Manual,F,M,1,1,2,60492,51.39,41.0
7735,France,Manual,F,M,1,1,2,28729,47.75,42.0
7736,United States,Management,F,M,1,1,2,105443,52.02,52.0
7737,United States,Skilled Manual,F,S,0,0,0,60361,48.43,37.0
7738,United Kingdom,Skilled Manual,M,M,1,1,2,55401,47.88,55.0
7739,Australia,Clerical,M,M,1,2,2,87371,59.52,38.0
7740,United States,Skilled Manual,F,M,1,0,2,55909,48.83,30.0
7741,United Kingdom,Skilled Manual,F,S,0,0,0,50919,48.97,21.0
7742,France,Clerical,F,S,1,0,0,84897,49.86,36.0
7743,Australia,Clerical,M,M,1,0,1,79939,53.16,30.0
7744,Australia,Skilled Manual,F,M,0,1,2,59125,51.69,28.0
7745,Germany,Skilled Manual,M,S,0,0,0,55331,52.19,22.0
7746,United States,Skilled Manual,M,M,1,1,2,52203,49.63,29.0
7747,United States,Management,F,S,1,0,0,110386,55.05,47.0
7748,United States,Professional,M,S,1,0,0,137227,56.31,25.0
7749,United States,Professional,M,S,1,0,0,137005,52.5,28.0
7750,United States,Management,M,S,0,0,0,110961,53.51,22.0
7751,United States,Skilled Manual,F,M,1,0,1,60117,48.88,29.0
7752,United States,Professional,M,M,1,1,2,137016,55.55,58.0
7753,United States,Management,M,M,1,1,1,106093,52.03,32.0
7754,United Kingdom,Skilled Manual,M,S,0,0,0,56710,52.9,16.0
7755,United States,Clerical,M,M,1,0,2,85694,52.89,46.0
7756,United States,Clerical,M,S,1,1,1,86734,52.09,62.0
7757,United States,Clerical,F,S,1,0,1,83151,53.55,56.0
7758,France,Clerical,F,S,1,0,1,83591,49.89,62.0
7759,United Kingdom,Skilled Manual,F,M,1,0,2,54578,48.08,34.0
7760,United States,Management,F,M,1,0,1,103873,51.37,27.0
7761,Australia,Manual,M,M,1,0,1,27509,50.54,42.0
7762,United Kingdom,Skilled Manual,F,M,1,0,1,58406,47.99,31.0
7763,United Kingdom,Skilled Manual,F,S,0,0,0,53304,50.58,33.0
7764,Canada,Management,F,M,1,1,2,102214,52.02,39.0
7765,United Kingdom,Skilled Manual,M,S,1,0,0,60371,58.06,41.0
7766,France,Clerical,F,S,0,0,0,85523,53.49,32.0
7767,France,Manual,M,S,0,0,0,31267,46.13,23.0
7768,United Kingdom,Skilled Manual,F,M,1,0,2,57050,47.95,45.0
7769,Germany,Management,F,S,1,0,0,106717,51.27,29.0
7770,United States,Skilled Manual,M,M,0,0,0,61918,49.02,20.0
7771,United States,Skilled Manual,M,M,1,3,3,54652,49.09,56.0
7772,Australia,Skilled Manual,M,S,0,0,0,54998,51.78,20.0
7773,Australia,Skilled Manual,M,S,0,0,0,62575,48.32,27.0
7774,France,Skilled Manual,M,S,0,0,0,57595,53.28,37.0
7775,France,Management,M,M,1,0,2,103440,52.71,30.0
7776,United Kingdom,Skilled Manual,M,M,1,0,2,51926,52.23,30.0
7777,Germany,Skilled Manual,F,S,0,0,0,57126,49.4,18.0
7778,United Kingdom,Skilled Manual,M,M,1,1,2,55677,53.32,32.0
7779,United Kingdom,Clerical,M,M,1,2,2,85457,58.72,40.0
7780,Germany,Professional,M,M,1,1,2,137409,62.64,35.0
7781,Germany,Manual,M,S,0,0,0,28597,51.51,31.0
7782,United States,Clerical,F,S,0,0,0,85572,50.88,17.0
7783,Australia,Management,M,M,1,1,1,113402,54.46,29.0
7784,United Kingdom,Skilled Manual,F,S,0,0,0,56674,51.47,26.0
7785,France,Skilled Manual,F,M,0,1,2,56853,49.03,27.0
7786,Australia,Skilled Manual,F,M,0,0,2,58548,48.52,28.0
7787,United States,Skilled Manual,F,S,1,0,0,58021,48.62,41.0
7788,United States,Skilled Manual,F,M,1,2,2,61857,52.1,51.0
7789,United States,Professional,M,S,1,0,0,139031,61.8,37.0
7790,Germany,Skilled Manual,M,M,0,0,0,60211,49.22,23.0
7791,Germany,Clerical,M,M,1,1,2,81238,55.96,32.0
7792,United States,Manual,F,S,1,1,1,35447,47.58,55.0
7793,United States,Manual,F,S,0,0,0,32685,48.14,22.0
7794,Germany,Manual,F,M,0,1,1,30966,45.72,26.0
7795,United States,Clerical,F,M,0,0,0,87497,51.16,22.0
7796,United Kingdom,Skilled Manual,M,S,1,0,0,55736,52.36,40.0
7797,Australia,Professional,F,S,1,0,0,129084,54.83,43.0
7798,France,Clerical,M,S,1,0,0,84705,57.55,39.0
7799,Germany,Clerical,M,S,1,1,1,86804,52.85,69.0
7800,United States,Management,M,M,1,1,2,113674,54.99,29.0
7801,United Kingdom,Clerical,F,S,0,0,0,82454,50.71,26.0
7802,Germany,Clerical,F,S,0,0,0,78446,51.55,26.0
7803,United Kingdom,Skilled Manual,M,M,1,0,2,61192,48.55,40.0
7804,United States,Management,F,S,0,0,0,107335,51.57,28.0
7805,United Kingdom,Skilled Manual,F,S,0,0,0,56445,49.76,33.0
7806,Australia,Professional,M,M,1,1,2,135234,54.83,58.0
7807,United States,Manual,F,M,1,1,1,27266,45.78,37.0
7808,United Kingdom,Manual,M,S,0,0,0,30403,51.89,40.0
7809,United States,Clerical,M,S,1,0,0,82246,58.33,45.0
7810,Germany,Professional,M,S,1,0,0,129192,56.01,27.0
7811,Canada,Manual,F,M,0,1,2,32313,47.34,25.0
7812,France,Skilled Manual,F,M,1,2,2,56054,53.24,44.0
7813,United States,Management,M,M,1,0,0,103371,51.69,25.0
7814,Canada,Professional,M,M,1,1,2,137678,51.69,26.0
7815,France,Clerical,F,M,1,1,1,85873,54.46,30.0
7816,United States,Management,M,S,1,0,0,109618,62.58,34.0
7817,Germany,Skilled Manual,F,M,1,0,2,57014,48.22,52.0
7818,United Kingdom,Skilled Manual,M,M,1,2,2,58229,51.15,49.0
7819,Canada,Skilled Manual,M,M,1,1,2,56215,50.34,41.0
7820,Australia,Skilled Manual,M,S,0,0,0,61243,58.76,38.0
7821,Australia,Skilled Manual,M,M,1,1,1,52543,57.15,44.0
7822,Germany,Skilled Manual,M,S,1,0,0,60056,59.32,40.0
7823,France,Manual,M,M,1,2,2,26508,49.72,49.0
7824,Australia,Management,M,M,1,1,2,113492,62.78,38.0
7825,United States,Professional,M,M,1,2,2,129612,52.92,54.0
7826,United States,Skilled Manual,M,M,1,0,3,55554,48.77,64.0
7827,United States,Management,F,M,1,0,2,108358,51.91,49.0
7828,Germany,Clerical,M,S,1,0,0,87834,58.11,42.0
7829,Australia,Clerical,M,S,0,0,0,86770,51.81,26.0
7830,Australia,Professional,M,S,0,0,0,129854,54.14,22.0
7831,United States,Skilled Manual,F,S,0,0,0,53254,51.88,34.0
7832,United States,Skilled Manual,F,M,0,0,1,56787,48.51,27.0
7833,United States,Skilled Manual,M,S,0,0,0,60456,50.98,19.0
7834,United Kingdom,Skilled Manual,M,M,1,0,2,57259,50.63,43.0
7835,United States,Manual,M,M,1,0,2,28305,49.95,41.0
7836,United States,Skilled Manual,M,S,0,0,0,53778,56.79,31.0
7837,France,Manual,F,S,0,0,0,32994,46.09,25.0
7838,Canada,Skilled Manual,M,M,1,1,2,56214,52.83,47.0
7839,United States,Manual,M,M,1,1,2,27721,53.09,34.0
7840,France,Management,F,M,1,1,2,106023,55.43,31.0
7841,Canada,Skilled Manual,M,S,0,0,0,57279,52.72,19.0
7842,Canada,Clerical,F,S,0,0,0,87320,51.07,21.0
7843,United States,Skilled Manual,M,M,0,0,0,52603,47.91,20.0
7844,United States,Skilled Manual,M,S,0,0,0,61053,52.66,23.0
7845,France,Clerical,F,S,0,0,0,86450,55.0,32.0
7846,Australia,Manual,M,M,1,2,2,30477,48.6,49.0
7847,Australia,Clerical,F,S,0,0,0,77626,51.04,31.0
7848,Australia,Skilled Manual,F,S,0,0,0,52459,48.08,20.0
7849,United States,Skilled Manual,M,M,1,2,2,51623,49.25,58.0
7850,United States,Professional,M,S,1,0,0,136759,53.02,24.0
7851,United States,Management,M,M,1,0,2,104879,59.72,30.0
7852,Germany,Management,F,M,1,0,0,102359,50.36,19.0
7853,United States,Manual,M,M,1,0,1,29841,55.17,37.0
7854,France,Skilled Manual,F,M,1,0,2,56607,48.66,47.0
7855,France,Skilled Manual,M,M,1,0,2,62615,50.32,43.0
7856,United Kingdom,Skilled Manual,F,S,0,0,0,58128,50.89,21.0
7857,United States,Manual,M,M,0,0,2,28713,52.1,32.0
7858,France,Professional,F,M,1,1,2,138195,55.82,38.0
7859,United States,Clerical,M,S,0,0,0,85458,50.25,19.0
7860,Australia,Clerical,M,M,1,0,1,77915,49.27,36.0
7861,Canada,Manual,M,M,1,1,2,29269,53.61,42.0
7862,United States,Manual,M,S,0,0,0,34096,54.92,35.0
7863,Germany,Manual,M,S,0,0,0,28819,52.95,37.0
7864,France,Skilled Manual,M,M,1,1,2,55946,54.46,42.0
7865,Australia,Management,M,M,1,1,2,107555,54.08,49.0
7866,Canada,Clerical,F,S,1,0,0,77538,52.63,34.0
7867,United States,Clerical,F,S,1,0,0,85868,54.3,47.0
7868,United Kingdom,Professional,F,S,1,0,0,128600,53.21,27.0
7869,Germany,Management,F,S,1,0,1,106197,54.35,52.0
7870,United States,Management,F,M,1,2,2,112079,51.79,37.0
7871,Germany,Skilled Manual,M,S,0,0,0,57837,57.07,33.0
7872,United States,Skilled Manual,F,M,0,1,2,54559,51.1,25.0
7873,Canada,Professional,M,S,1,0,0,134441,55.38,24.0
7874,United States,Clerical,M,M,0,0,0,84726,49.75,17.0
7875,Germany,Clerical,F,M,1,0,2,86672,50.71,39.0
7876,Germany,Management,F,M,1,2,2,107377,54.79,50.0
7877,United States,Management,F,S,1,0,0,102684,53.11,29.0
7878,Australia,Professional,M,M,1,1,2,133600,56.27,27.0
7879,United States,Manual,F,M,1,0,2,34245,46.38,65.0
7880,Australia,Management,M,S,1,0,0,109609,63.78,31.0
7881,United States,Clerical,F,M,1,0,2,83946,50.7,34.0
7882,Australia,Manual,M,M,0,0,0,30280,45.93,17.0
7883,United States,Management,M,M,1,1,2,110367,60.13,37.0
7884,Australia,Clerical,M,M,0,0,0,77751,50.65,18.0
7885,France,Skilled Manual,M,S,0,0,0,58547,60.26,32.0
7886,France,Clerical,M,S,0,0,0,79174,49.41,18.0
7887,Canada,Skilled Manual,M,S,1,0,0,55911,56.88,39.0
7888,France,Skilled Manual,M,S,0,0,0,56463,51.88,26.0
7889,United States,Clerical,F,S,0,0,0,82846,49.85,24.0
7890,Germany,Management,M,M,1,1,2,102702,52.63,50.0
7891,Germany,Manual,F,M,1,1,2,31030,48.14,41.0
7892,Australia,Skilled Manual,M,M,1,1,2,58006,54.36,36.0
7893,United States,Skilled Manual,M,S,0,0,0,52030,52.07,31.0
7894,Germany,Management,F,M,1,1,2,111734,54.9,30.0
